Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Fullstack Engineer,Fullstack,Node.js,Senior,Rollup,Remote,,20461  – 34376  PLN,"""TypeScript"" ""JavaScript"" ""CSS"" ""Git"" ""REST"" ""CI/CD"" ""React"" ""MobX"" ""Redux"" ""SCSS"" ""LESS"" ""GitHub Actions"" ""CI"" ""CD"" ""Node.js"" ""Angielski"" ","""Linux"" ""Node.js"" ""Webpack"" ""Figma"" ""Docker"" ""Microservices"" ",https://nofluffjobs.com/pl/job/fullstack-engineer-rollup-remote
Senior Backend Developer,Backend,Java,Expert,AppVelocity Inc,Kraków,,20000  – 32000  PLN,"""Java"" ""Spring"" ""Spring Boot"" ""REST API"" ""JPA"" ""Design Patterns"" ""Redis"" ""RDBMS"" ""MySQL"" ""Angielski (C2)"" ","""RabbitMQ"" ""Microservices"" ""Spring Cloud"" ""PostgreSQL"" ",https://nofluffjobs.com/pl/job/senior-backend-developer-appvelocity-krakow
Analytics Engineer,Data,SQL,Mid,Volt,Berlin,13800  – 18100  PLN,16000  – 21000  PLN,"""Statistical methods"" ""Data analysis"" ""Data science"" ""Data modeling"" ""Data visualization"" ""Python"" ""SQL"" ""Tableau"" ""Power BI"" ""Angielski (B2)"" ","""Polski (B1)"" ",https://nofluffjobs.com/pl/job/analytics-engineer-volt-berlin
Senior Node.js Developer / Backend,Backend,Node.js,Senior,UN7,Remote,,22000  – 33000  PLN,"""JavaScript"" ""ECMAScript"" ""Node.js"" ""Express.js"" ""Nest.js"" ""TypeScript"" ""Docker"" ""SQL"" ""REST API"" ""TDD"" ""Polski"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/senior-node-js-developer-backend-un7-remote
.NET Developer,Backend,.NET,Mid,UN7,Remote,,20000  – 28000  PLN,""".NET"" "".NET Framework"" ""C#"" ""MSSQL"" ""PostgreSQL"" ""Git"" ""CI/CD"" ""Azure DevOps"" ""TeamCity"" ""GitHub Actions"" ""NoSQL"" ""MongoDB"" ""Polski"" ""Angielski"" ","""AWS"" ""Azure"" ""Node.js"" ""Akka"" ""Docker"" ",https://nofluffjobs.com/pl/job/net-developer-un7-remote
Senior Backend Node.js Developer,Backend,Node.js,Expert,Wingspan,Warszawa,,28987  – 31545  PLN,"""Node.js"" ""TypeScript"" ""MongoDB"" ""BigQuery"" ""SQL"" ""REST API"" ""Microservices"" ""API"" ""Git"" ""CI/CD Pipelines"" ""Angielski"" ""Polski"" ","""GCP"" ""dbt"" ""Google Spanner"" ""Express.js"" ",https://nofluffjobs.com/pl/job/senior-backend-node-js-developer-wingspan-warszawa
Senior Golang / C++ for Linux Engineer,Backend,Golang,Senior,Adaptiq,Remote,24554  – 28646  PLN,24554  – 28646  PLN,"""C++"" ""Networking"" ""Protocols"" ""Golang"" ""Angielski"" ","""NoSQL"" ""cloud environment"" ""DevOps mentality"" ",https://nofluffjobs.com/pl/job/senior-golang-c-for-linux-engineer-adaptiq-remote
Team Leader Golang / C++ for Linux,Backend,Golang,Senior,Adaptiq,Remote,24554  – 28646  PLN,24554  – 28646  PLN,"""Golang"" ""C++"" ""Networking"" ""Protocols"" ""Angielski"" ","""GraphQL"" ""NoSQL"" ""HashiCorp"" ""Consul"" ""Vault"" ""Nomad"" ",https://nofluffjobs.com/pl/job/team-leader-golang-c-for-linux-adaptiq-remote
Analityk biznesowy,Business Analysis,,Mid,XTB,Remote,8000  – 14000  PLN,8000  – 16000  PLN,"""Jira"" ""Confluence"" ""BPMN"" ""UML"" ""Analytical thinking"" ""Polski"" ""Angielski"" ","""Scrum"" ""Salesforce"" ",https://nofluffjobs.com/pl/job/analityk-biznesowy-xtb-remote-1
Lead Business Analyst,Business Analysis,,Senior,Mindbox S.A.,Warszawa,20000  – 22000  PLN,28000  – 29500  PLN,"""Appian"" ""Business Analysis (digital)"" ""Process optimisation"" ""Middle office (Client Vision, CRT, NGT)"" ""Agile"" ""Angielski"" ","""Polski"" ",https://nofluffjobs.com/pl/job/lead-business-analyst-mindbox-warszawa
"Senior Frontend Developer - LEAD ( React, Java)",Frontend,React,Expert,AppVelocity Inc,Katowice,,20000  – 30000  PLN,"""React"" ""JavaScript"" ""HTML5"" ""CSS3"" ""Redux"" ""TypeScript"" ""Webpack"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/senior-frontend-developer-lead-react-java-appvelocity-katowice
