Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Windows Engineer,Security,Windows,Senior,Adaptiq,Remote,22641  – 26758  PLN,22641  – 26758  PLN,"""C++"" ""C#"" ""Multithreading"" ""IP & TCP/UDP stack"" ""IPv4/IPv6"" ""routing tables"" ""DNS configuration"" ""Windows sockets"" ""Design Patterns"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/windows-engineer-adaptiq-remote
Administrator sieci,Telekomunikacja,,Mid,Vayana,Warszawa,11000  – 13000  PLN,13000  – 15000  PLN,"""Firewall"" ""Switches"" ""TCP"" ""Routing"" ""VPN"" ""OSPF"" ""BGP"" ""Fortinet"" ""Cisco"" ""NSX"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/administrator-sieci-vayana-warszawa
Marketing Graphic Designer (Gaming),Game dev,,Mid,DevsData LLC,Warsaw,,9000  – 15000  PLN,"""Graphic design"" ""Photoshop"" ""Illustrator"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/marketing-graphic-designer-gaming-devsdata-llc-warsaw
Linux Engineer,Security,Linux,Senior,Adaptiq,Remote,22641  – 26758  PLN,22641  – 26758  PLN,"""C++"" ""Linux"" ""TCP"" ""UDP"" ""DNS"" ""Multithreading"" ""Design Patterns"" ""Angielski"" ","""VPN"" ""JavaScript"" ",https://nofluffjobs.com/pl/job/linux-engineer-adaptiq-remote
Cloud Architect (Infrastructure),Architecture,Azure,Senior,Elitmind,Remote,,24024  – 31920  PLN,"""Cloud Architecture"" ""DevOps"" ""CI/CD"" ""Docker"" ""Kubernetes"" ""Python"" ""Storage"" ""Networking"" ""Cloud Native"" ""Public cloud"" ""Azure"" ""Angielski (B2)"" ","""Azure"" ""Ruby"" ""PowerShell"" ""CAF"" ""SQL"" ""Microsoft Certification"" ""Microsoft Azure"" ""IAM"" ""Azure DevOps"" ",https://nofluffjobs.com/pl/job/cloud-architect-infrastructure-elitmind-remote
"Senior Frontend Developer - LEAD ( React, Java)",Frontend,React,Expert,AppVelocity Inc,Katowice,,20000  – 30000  PLN,"""React"" ""JavaScript"" ""HTML5"" ""CSS3"" ""Redux"" ""TypeScript"" ""Webpack"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/senior-frontend-developer-lead-react-java-appvelocity-katowice
Geospatial Modelling Business Analyst,Business Analysis,,Mid,PredictX,Gdańsk,,6000  – 11000  PLN,"""Business analysis"" ""Agile"" ""Degree"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/geospatial-modelling-business-analyst-predictx-gdansk
Senior Business / System Analyst-Remote,Business Analysis,,Senior,B2B Soft,Remote,,20583  – 24700  PLN,"""Business analysis"" ""System analysis"" ""SQL"" ""Restful APIs"" ""Angielski (B2)"" ","""UX/UI"" ""UML"" ""BPMN"" ""Microservices"" ",https://nofluffjobs.com/pl/job/senior-business-system-analyst-remote-b2b-soft
Senior Full Stack Developer,Fullstack,.NET,Senior,B2B Soft,Remote,,20583  – 24700  PLN,"""C#"" "".NET"" "".Net Core"" ""ASP.NET Core"" ""JS/HTML/CSS"" ""React"" ""RESTful"" ""API’s"" ""SPA’s"" ""MS SQL"" ""Angielski (B2)"" ","""MobX"" ""TypeScript"" ""Rabbit MQ, Redis, Hangfire, SignaIR"" ""Docker"" ""Unit test (XUnit, jest-junit)"" ""ES6"" ",https://nofluffjobs.com/pl/job/senior-full-stack-developer-b2b-soft-remote
Full Stack Software Engineer,Fullstack,,Senior,JetBridge,Remote,,30875  – 44597  PLN,"""Web applications"" ""JavaScript"" ""TypeScript"" ""React"" ""Node.js"" ""GraphQL"" ""Webpack"" ""Next.js"" ""AWS"" ""GCP"" ""CI/CD"" ""Microservice architecture"" ""PostgreSQL"" ""Relational database"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/full-stack-software-engineer-jetbridge-remote
