Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Java Software Engineer (+PHP),Backend,Java,Senior,Connectis_,Warszawa,,26000  – 30000  PLN,"""Java"" ""Atlassian"" ""Bamboo"" ""Bitbucket"" ""PHP"" ""PL/SQL"" ""Angielski (B1)"" ",,https://nofluffjobs.com/pl/job/java-software-engineer-php-connectis--warszawa
DevOps Engineer,DevOps,,Mid,PKO Finat Sp. z o.o.,Remote,,16800  – 30240  PLN,"""DevOps"" ""Polski"" ",,https://nofluffjobs.com/pl/job/devops-engineer-pko-finat-remote
Senior AI Engineer,AI,Python,Senior,Flyps,Remote,,25000  – 30000  PLN,"""Python"" ""pandas"" ""scikit-learn"" ""SQL"" ""PyTorch"" ""Keras"" ""Angielski (B1)"" ","""Matplotlib"" ""GCP"" ",https://nofluffjobs.com/pl/job/senior-ai-engineer-flyps-remote
Remote Big Data Administrator,Data,,Mid,Link Group,Remote,,22000  – 25000  PLN,"""Apache Kafka"" ""Apache Airflow"" ""Apache Nifi"" ""RedHat"" ""Linux"" ""CentOS"" ""Big Data"" ""Cloudera"" ""Hortonworks"" ""Ansible"" ""Puppet"" ""PostgreSQL"" ""MySQL"" ""Oracle"" ""VMware"" ""KVM"" ""Docker"" ""Angielski (B2)"" ",,https://nofluffjobs.com/pl/job/remote-big-data-administrator-link-group
Data Scientist,Data,AWS,Senior,Hays Poland,Warszawa,20000  – 24000  PLN,,"""Python"" ""SQL"" ""Hive"" ""Confluence"" ""Jira"" ""Hadoop"" ""Machine Learning"" ""API"" ""AWS"" ""Polski"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/data-scientist-hays-poland-warszawa
Senior/Mid UI/UX Designer,Design,,Senior,Sofomo,Remote,13000  – 19000  PLN,15000  – 22000  PLN,"""UI"" ""UX"" ""Prototyping"" ""Wireframes"" ""Design System"" ""Product design"" ""User flows"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/senior-mid-ui-ux-designer-sofomo-remote
"Solution Architect (IoT, Smart City solutions)",Architecture,,Senior,Link Group,Riyadh,,33600  – 62160  PLN,"""Architecture"" ""IoT"" ""Smart City solutions"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/solution-architect-iot-smart-city-solutions-link-group-riyadh
Senior Fullstack Developer Java + React,Fullstack,Java,Senior,Link Group,Kraków,,23625  – 26670  PLN,"""React"" ""Redux"" ""Java"" ""REST API"" ""MongoDB"" ""Node.js"" ""Degree"" ""Angielski"" ",,https://nofluffjobs.com/pl/job/senior-fullstack-developer-java-react-link-group-krakow
Trusted Sources and Flow Manager,Data,Collibra,Senior,HSBC Technology Poland,Kraków,15000  – 19000  PLN,,"""Collibra"" ""Big Data"" ""Angielski (C1)"" ",,https://nofluffjobs.com/pl/job/trusted-sources-and-flow-manager-hsbc-technology-poland-krakow
Test Engineer,Testing,C++,Mid,Sigma IT Poland,Remote,16000  – 20000  PLN,20000  – 25200  PLN,"""C++"" ""Linux"" ""C"" ""Testing"" ""Embedded"" ""Automotive"" ""Angielski"" ","""AUTOSAR"" ",https://nofluffjobs.com/pl/job/test-engineer-sigma-it-poland-remote-4
