Title,Category,Technology,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Junior Software Engineer,backend,.NET,Junior,DEVnet High Performance Solutions Sp. z o.o. ,Wrocław,5700.0 - 8300.0 PLN,,""".NET"" ""C#"" ""MS SQL"" ","""Java"" ""Python"" ""JavaScript"" ",https://nofluffjobs.com/job/junior-software-engineer-devnet-high-performance-solutions-wroclaw-2
Senior DevOps Engineer with Azure,devops,Azure,Senior,Codete,Remote,,150.0 - 170.0 PLN,"""DevOps"" ""Azure"" ""Terraform"" ""ARM"" ""PowerShell"" ""CI/CD"" ""Communication skills"" ",,https://nofluffjobs.com/job/senior-devops-engineer-with-azure-codete-remote
Senior PHP Developer,backend,PHP,Senior,Pepita Group Zrt.,Miskolc,1000000.0 - 1400000.0 HUF,1000000.0 - 1400000.0 HUF,"""PHP"" ""Laravel"" ""PostgreSQL"" ""Git"" ""OOP"" ""Jira"" ""Elasticsearch"" ","""Redis"" ""CI/CD"" ""Docker"" ",https://nofluffjobs.com/job/senior-php-developer-pepita-group-zrt--miskolc-2
Test Manager,telecommunication,,Mid,ThunderSoft,Warszawa,,2000.0 - 2200.0 EUR,"""Operating system"" ""IoT"" ""Degree"" ""PowerPoint"" ""Outlook"" ","""Excel"" ",https://nofluffjobs.com/job/test-manager-thundersoft-warszawa
ETL / Data Engineer - Remote/ Wrocław,data,SQL,Mid,Sofomo,Remote,12000.0 - 19000.0 PLN,14000.0 - 22000.0 PLN,"""ETL"" ""SQL"" ""Data engineering"" ""Communication skills"" ""Proactivity"" ""English"" ","""Python"" ""AWS Athena"" ""AWS Glue and PySpark"" ""Terraform"" ",https://nofluffjobs.com/job/etl-data-engineer-remote-wroclaw-sofomo-1
Project Manager for Wireless,projectManager,,Senior,Hitachi Energy,Krakow,17000.0 - 25000.0 PLN,,"""Wireless"" ","""Project management"" ""PSM certificate"" ""Microsoft Azure"" ""Office 365"" ",https://nofluffjobs.com/job/project-manager-for-wireless-hitachi-energy-krakow-1
Java Developer,backend,Java,Mid,Lingaro,Remote,,110.0 - 160.0 PLN,"""Java"" ""Spring"" ""Microsoft Azure"" ","""Big Data"" ",https://nofluffjobs.com/job/java-developer-lingaro-remote-7
Expert for Optical Transmission Networks,telecommunication,,Expert,Orange Polska,Warszawa,10320.0 - 19160.0 PLN,,"""Project management"" ""Networking"" ""Master Degree"" ",,https://nofluffjobs.com/job/expert-for-optical-transmission-networks-orange-polska-warszawa
Server Engineer,sysAdministrator,,Mid,AVENGA,Remote,,130.0 - 150.0 PLN,"""Active Directory"" ""DHCP"" ""DNS"" ""GPO"" ""Exchange Online"" ""Office 365"" ""Azure"" ""Windows Server"" ",,https://nofluffjobs.com/job/server-engineer-avenga-remote
Full Stack Developer (PHP+React),fullstack,PHP,Mid,Telemedi,Remote,,16000.0 - 23000.0 PLN,"""PHP"" ""Symfony"" ""DRY"" ","""Git"" ""CI"" ""GraphQL"" ""Docker"" ""Node.js"" ""Nest.js"" ",https://nofluffjobs.com/job/full-stack-developer-php-react-telemedi-remote
